Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P_1,0-3_1,3-10_1,10-16_1,16-3P_1,3P_1,2P_2,3P_2,%FGA,#,%3PA,3P%,Att.,Md.,Awards,Year
Tony Massenburg,29,NJN,PF,79,49,1954,.485,7.9,.998,.513,.303,.133,.049,.002,.486,.560,.438,.317,.455,.000,.589,,.122,50,.000,,0,0,,1996-1997
Lee Mayberry,26,VAN,PG,80,38,1952,.403,18.0,.403,.189,.111,.046,.057,.597,.443,.543,.463,.176,.286,.376,.212,.771,.005,2,.118,.269,3,0,,1996-1997
Dennis Rodman,35,CHI,PF,55,54,1947,.448,9.6,.934,.469,.304,.098,.063,.066,.461,.545,.391,.357,.333,.263,.545,1.000,.052,15,.158,.333,0,0,,1996-1997
Dominique Wilkins,37,SAS,SF,63,26,1945,.417,12.7,.749,.433,.103,.110,.103,.251,.458,.513,.418,.343,.388,.293,.505,.914,.052,43,.075,.444,0,0,6MOY-7,1996-1997
Shaquille O'Neal,24,LAL,C,51,51,1941,.557,6.5,.996,.526,.361,.104,.005,.004,.559,.674,.455,.350,.400,.000,.623,,.162,157,.000,,2,0,"MVP-9,AS,NBA3",1996-1997
Lorenzen Wright,21,LAC,C,77,51,1936,.481,8.2,.992,.458,.299,.185,.049,.008,.483,.533,.483,.385,.375,.250,.515,1.000,.081,39,.250,.000,0,0,,1996-1997
Doug West,29,MIN,SG,68,66,1920,.467,13.8,.907,.260,.091,.130,.426,.093,.481,.603,.273,.333,.495,.333,.796,.933,.023,11,.133,.333,0,0,,1996-1997
Gary Trent,22,POR,PF,82,28,1918,.536,8.4,.984,.458,.266,.139,.120,.016,.544,.670,.447,.404,.444,.000,.565,,.074,47,.091,.000,0,0,,1996-1997
Will Perdue,31,SAS,C,65,34,1918,.568,6.3,1.000,.737,.202,.051,.010,.000,.568,.586,.554,.429,.250,,.618,,.202,82,,,0,0,,1996-1997
Marcus Camby,22,TOR,C,63,38,1897,.482,9.0,.982,.492,.172,.210,.108,.018,.488,.640,.358,.307,.357,.143,.721,1.000,.183,127,.071,.000,1,0,,1996-1997
Rasheed Wallace,22,POR,PF,62,56,1892,.558,8.9,.952,.349,.314,.209,.079,.048,.573,.706,.509,.444,.574,.273,.695,1.000,.194,118,.030,.000,0,0,,1996-1997
Isaac Austin,27,MIA,C,82,17,1881,.502,8.3,.995,.424,.279,.213,.080,.005,.505,.638,.393,.382,.510,.000,.713,,.121,72,.333,.000,0,0,"MIP-1,6MOY-7",1996-1997
Muggsy Bogues,32,CHH,PG,65,65,1880,.460,16.3,.675,.260,.029,.124,.262,.325,.482,.313,.308,.473,.672,.417,.500,.917,.000,0,.028,.750,0,0,,1996-1997
Mark Price,32,GSW,PG,70,49,1876,.447,17.5,.520,.121,.093,.109,.197,.480,.493,.592,.455,.391,.509,.396,.397,.652,.000,0,.049,.643,0,0,,1996-1997
Brian Shaw,30,ORL,PG,77,31,1867,.366,14.6,.624,.244,.188,.112,.079,.376,.391,.476,.351,.310,.341,.325,.333,.905,.002,0,.057,.273,0,0,,1996-1997
Greg Anthony,29,VAN,PG,65,44,1863,.393,16.9,.531,.272,.028,.107,.124,.469,.413,.486,.500,.259,.365,.370,.324,.761,.000,0,.160,.289,0,0,,1996-1997
Steve Kerr,31,CHI,PG,82,0,1861,.533,19.2,.493,.041,.028,.154,.270,.507,.604,.526,.538,.514,.675,.464,.741,.936,.000,0,.042,.500,0,0,,1996-1997
Gheorghe Mureșan,25,WSB,C,73,69,1849,.604,6.5,1.000,.377,.490,.133,.000,.000,.604,.578,.649,.514,,,.667,,.092,50,,,0,0,,1996-1997
Roy Rogers,23,VAN,PF,82,50,1848,.505,8.6,.998,.300,.358,.298,.041,.002,.504,.628,.486,.403,.500,1.000,.704,1.000,.097,45,.000,,0,0,,1996-1997
Chris Dudley,31,POR,C,81,14,1840,.430,7.5,1.000,.386,.498,.089,.027,.000,.430,.540,.370,.385,.125,,.421,,.109,28,,,0,0,,1996-1997
Carl Herrera,30,SAS,PF,75,58,1837,.433,10.2,.990,.386,.250,.209,.145,.010,.434,.437,.399,.460,.453,.333,.655,1.000,.062,29,.000,,0,0,,1996-1997
Rex Chapman,29,PHO,SG,65,33,1833,.443,17.0,.581,.150,.072,.151,.208,.419,.510,.554,.556,.522,.455,.350,.694,.955,.011,6,.178,.482,0,0,,1996-1997
Eric Montross,25,2TM,C,78,77,1828,.456,7.4,1.000,.367,.473,.129,.034,.000,.456,.570,.442,.200,.417,,.478,,.100,31,,,0,0,,1996-1997
Eric Montross,25,DAL,C,47,46,984,.460,7.2,1.000,.417,.412,.134,.043,.000,.460,.551,.468,.160,.500,,.547,,.112,19,,,0,0,,1996-1997
Eric Montross,25,NJN,C,31,31,844,.451,7.6,1.000,.309,.543,.123,.025,.000,.451,.600,.420,.250,.250,,.397,,.086,12,,,0,0,,1996-1997
Darrick Martin,25,LAC,PG,82,64,1820,.407,15.2,.674,.391,.054,.056,.173,.326,.415,.431,.359,.375,.411,.389,.119,.538,.000,0,.043,.600,1,0,,1996-1997
Greg Ostertag,23,UTA,C,77,70,1818,.515,6.9,.990,.600,.265,.096,.029,.010,.520,.588,.463,.308,.333,.000,.667,,.159,63,.000,,0,0,,1996-1997
Tracy Murray,25,WSB,SF,82,1,1814,.425,16.5,.558,.220,.086,.112,.142,.442,.481,.510,.397,.421,.531,.353,.670,.925,.047,32,.343,.369,1,0,,1996-1997
Sasha Danilović,26,2TM,SG,56,42,1789,.435,16.1,.586,.219,.074,.102,.191,.414,.488,.584,.429,.379,.459,.360,.620,.941,.005,3,.131,.355,1,0,,1996-1997
Sasha Danilović,26,MIA,SG,43,33,1351,.442,16.3,.556,.222,.081,.083,.169,.444,.509,.614,.406,.394,.478,.358,.607,.984,.005,2,.142,.280,1,0,,1996-1997
Sasha Danilović,26,DAL,SG,13,9,438,.420,16.0,.655,.213,.057,.144,.241,.345,.447,.514,.500,.360,.429,.367,.647,.818,.006,1,.100,.667,0,0,,1996-1997
Bryant Stith,26,DEN,SG,52,52,1788,.416,15.0,.698,.231,.116,.153,.199,.302,.430,.475,.400,.446,.383,.385,.547,.857,.008,5,.143,.346,0,0,,1996-1997
Robert Pack,27,2TM,PG,54,42,1782,.392,13.0,.838,.381,.078,.190,.189,.162,.415,.492,.185,.409,.359,.277,.274,.581,.025,17,.054,.500,0,0,,1996-1997
Robert Pack,27,NJN,PG,34,31,1185,.407,13.3,.844,.386,.059,.205,.194,.156,.428,.486,.179,.433,.380,.297,.292,.545,.021,10,.068,.600,0,0,,1996-1997
Robert Pack,27,DAL,PG,20,11,597,.361,12.8,.826,.370,.119,.160,.178,.174,.387,.506,.192,.343,.308,.237,.229,.667,.032,7,.026,.000,0,0,,1996-1997
Keith Askins,29,MIA,SF,78,30,1773,.433,17.7,.461,.182,.085,.034,.160,.539,.469,.586,.259,.273,.490,.401,.696,.942,.013,4,.459,.418,0,0,,1996-1997
Jerome Kersey,34,LAL,SF,70,44,1766,.432,13.7,.855,.316,.098,.134,.307,.145,.461,.472,.500,.383,.471,.262,.684,.882,.022,9,.092,.167,0,0,,1996-1997
Charlie Ward,26,NYK,PG,79,21,1763,.395,15.6,.543,.392,.059,.045,.047,.457,.464,.508,.250,.333,.500,.312,.259,.792,.000,0,.097,.467,2,0,,1996-1997
Arvydas Sabonis,32,POR,C,69,68,1762,.498,9.8,.799,.410,.327,.035,.027,.201,.530,.556,.512,.435,.500,.371,.771,1.000,.040,26,.008,.000,0,0,,1996-1997
Tom Hammonds,29,DEN,PF,81,8,1758,.480,8.3,.995,.415,.334,.188,.058,.005,.482,.533,.459,.400,.522,.000,.665,,.116,39,.000,,0,0,,1996-1997
Ron Harper,33,CHI,PG,76,74,1740,.436,16.1,.537,.229,.084,.108,.116,.463,.500,.602,.529,.341,.426,.362,.661,.941,.007,3,.165,.452,0,0,,1996-1997
Sam Cassell,27,3TM,PG,61,44,1714,.430,14.3,.705,.250,.102,.189,.163,.295,.464,.597,.275,.412,.438,.351,.293,.469,.001,1,.022,.400,1,0,,1996-1997
Sam Cassell,27,PHO,PG,22,9,539,.415,13.0,.743,.324,.149,.178,.091,.257,.453,.628,.278,.326,.364,.306,.383,.368,.000,0,.048,.333,0,0,,1996-1997
Sam Cassell,27,DAL,PG,16,13,398,.424,14.2,.703,.224,.127,.139,.212,.297,.474,.622,.286,.435,.457,.306,.309,.533,.006,1,.000,,0,0,,1996-1997
Sam Cassell,27,NJN,PG,23,22,777,.443,15.6,.682,.215,.061,.218,.188,.318,.467,.556,.261,.451,.451,.392,.225,.489,.000,0,.017,.500,1,0,,1996-1997
Mark Davis,23,PHI,SF,75,17,1705,.469,10.6,.826,.585,.099,.086,.056,.174,.514,.565,.509,.304,.300,.258,.608,.917,.116,59,.118,.455,1,0,6MOY-7,1996-1997
Dean Garrett,30,MIN,C,68,47,1665,.573,7.0,1.000,.481,.303,.195,.021,.000,.573,.711,.415,.487,.500,,.731,,.221,85,,,0,0,,1996-1997
Greg Anderson,32,SAS,C,82,48,1659,.496,7.0,.996,.824,.149,.023,.000,.004,.498,.500,.513,.333,,.000,.615,,.038,8,.000,,0,0,,1996-1997
Aaron McKie,24,2TM,SG,83,11,1625,.411,14.4,.718,.340,.099,.134,.145,.282,.416,.573,.139,.224,.415,.398,.394,.878,.014,5,.214,.409,2,0,,1996-1997
Aaron McKie,24,POR,SG,41,8,775,.340,16.2,.647,.244,.109,.122,.173,.353,.297,.342,.235,.158,.370,.418,.333,1.000,.000,0,.145,.250,1,0,,1996-1997
Aaron McKie,24,DET,SG,42,3,850,.464,12.6,.770,.411,.091,.144,.124,.230,.491,.674,.053,.267,.462,.375,.418,.722,.024,5,.292,.500,1,0,,1996-1997
Marty Conlon,29,BOS,C,74,15,1614,.471,11.7,.978,.540,.046,.123,.269,.022,.477,.412,.476,.482,.607,.200,.726,1.000,.000,0,.100,.000,0,0,,1996-1997
Toni Kukoč,28,CHI,SF,57,15,1610,.471,13.5,.750,.331,.089,.127,.203,.250,.518,.620,.426,.416,.455,.331,.668,.920,.060,35,.113,.471,0,0,6MOY-2,1996-1997
Harvey Grant,31,WSB,PF,78,25,1604,.411,16.2,.717,.248,.035,.089,.344,.283,.449,.564,.727,.214,.398,.315,.743,1.000,.070,22,.034,.000,3,0,,1996-1997
Elliot Perry,27,MIL,PG,82,3,1595,.474,15.7,.701,.225,.052,.186,.238,.299,.523,.583,.417,.459,.541,.358,.304,.673,.000,0,.036,.200,0,0,,1996-1997
Terry Porter,33,MIN,PG,82,20,1568,.416,17.2,.555,.236,.027,.085,.207,.445,.482,.509,.583,.500,.430,.335,.342,.642,.000,0,.170,.382,2,0,,1996-1997
Felton Spencer,29,2TM,C,73,65,1558,.489,4.5,1.000,.514,.331,.141,.014,.000,.489,.514,.468,.425,.750,,.568,,.042,11,,,0,0,,1996-1997
Felton Spencer,29,ORL,C,1,1,19,1.000,1.7,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,,.500,1,,,0,0,,1996-1997
Felton Spencer,29,GSW,C,72,64,1539,.486,7.3,1.000,.511,.333,.142,.014,.000,.486,.507,.468,.425,.750,,.577,,.039,10,,,0,0,,1996-1997
Rik Smits,30,IND,C,52,52,1518,.486,9.1,.989,.256,.385,.263,.085,.011,.488,.564,.496,.415,.452,.250,.675,1.000,.057,42,.125,.000,0,0,,1996-1997
Buck Williams,36,NYK,PF,74,4,1496,.537,7.3,.997,.613,.264,.083,.037,.003,.538,.575,.488,.370,.667,.000,.640,,.083,25,.000,,0,0,,1996-1997
George McCloud,29,2TM,SF,64,28,1493,.412,17.4,.561,.183,.061,.093,.223,.439,.429,.481,.429,.278,.450,.390,.662,.929,.012,7,.185,.404,0,0,,1996-1997
George McCloud,29,DAL,SF,41,26,1207,.423,16.4,.575,.191,.064,.093,.226,.425,.455,.511,.387,.289,.495,.380,.643,.910,.015,7,.215,.386,0,0,,1996-1997
George McCloud,29,LAL,SF,23,2,286,.354,18.5,.490,.146,.042,.094,.208,.510,.277,.286,.750,.222,.200,.429,.846,1.000,.000,0,.061,.667,0,0,,1996-1997
Jim McIlvaine,24,SEA,C,82,79,1477,.471,8.1,.975,.507,.236,.152,.076,.025,.480,.579,.338,.405,.429,.143,.690,1.000,.170,42,.000,,0,0,,1996-1997
Luc Longley,28,CHI,C,59,59,1472,.456,9.4,.996,.404,.252,.235,.105,.004,.458,.505,.434,.377,.510,.000,.715,,.058,25,.000,,0,0,,1996-1997
Antoine Carr,35,UTA,PF,82,0,1460,.483,11.0,.994,.238,.255,.228,.274,.006,.486,.540,.481,.395,.517,.000,.694,,.042,21,.000,,0,0,,1996-1997
Cory Alexander,23,SAS,PG,80,6,1454,.396,17.8,.486,.224,.047,.055,.159,.514,.420,.418,.565,.185,.462,.373,.330,.574,.006,3,.048,.500,0,0,,1996-1997
Derrick McKey,30,IND,SF,50,49,1449,.391,11.7,.847,.340,.185,.203,.119,.153,.414,.512,.329,.325,.422,.259,.556,.933,.024,9,.086,.400,0,0,,1996-1997
Byron Scott,35,LAL,SG,79,8,1440,.430,17.5,.504,.187,.021,.121,.174,.496,.471,.648,.500,.304,.394,.388,.733,.849,.032,11,.101,.368,0,0,,1996-1997
Blue Edwards,31,VAN,SF,61,12,1439,.397,15.5,.806,.242,.066,.131,.367,.194,.425,.505,.400,.317,.417,.281,.701,1.000,.013,6,.146,.077,3,0,,1996-1997
Jayson Williams,28,NJN,PF,41,40,1432,.409,9.8,.993,.415,.241,.256,.081,.007,.412,.563,.192,.355,.477,.000,.602,,.117,58,.250,.000,0,0,,1996-1997
Khalid Reeves,24,2TM,PG,63,30,1432,.391,16.1,.517,.255,.074,.070,.117,.483,.416,.475,.343,.303,.400,.366,.277,.687,.000,0,.075,.412,1,0,,1996-1997
Khalid Reeves,24,NJN,PG,50,18,1048,.393,17.8,.465,.251,.058,.047,.109,.535,.389,.433,.238,.353,.385,.396,.262,.671,.000,0,.089,.412,1,0,,1996-1997
Khalid Reeves,24,DAL,PG,13,12,384,.387,14.3,.685,.270,.126,.144,.144,.315,.474,.600,.500,.250,.438,.200,.306,.857,.000,0,.000,,0,0,,1996-1997
Cedric Ceballos,27,2TM,SF,50,40,1426,.457,11.5,.835,.549,.071,.099,.115,.165,.497,.575,.364,.295,.380,.255,.715,.962,.063,37,.284,.172,2,0,,1996-1997
Cedric Ceballos,27,LAL,SF,8,8,279,.410,12.0,.747,.518,.072,.060,.096,.253,.468,.488,.500,.400,.375,.238,.724,1.000,.096,8,.286,.500,0,0,,1996-1997
Cedric Ceballos,27,PHO,SF,42,32,1147,.464,10.9,.848,.554,.071,.105,.118,.152,.501,.588,.342,.286,.381,.259,.714,.952,.058,29,.284,.087,2,0,,1996-1997
Jason Caffey,23,CHI,PF,75,19,1405,.532,7.9,.997,.577,.192,.174,.055,.003,.534,.617,.432,.418,.381,.000,.683,,.148,56,.000,,0,0,,1996-1997
Carlos Rogers,25,TOR,PF,56,3,1397,.525,9.9,.837,.475,.196,.092,.074,.163,.553,.719,.380,.297,.267,.379,.727,1.000,.208,74,.061,.500,0,0,,1996-1997
Robert Horry,26,2TM,SF,54,29,1395,.436,15.7,.572,.281,.081,.089,.122,.428,.524,.644,.448,.344,.432,.318,.685,.959,.089,31,.104,.438,2,0,,1996-1997
Robert Horry,26,PHO,SF,32,15,719,.421,15.5,.600,.292,.087,.087,.133,.400,.496,.614,.471,.294,.385,.308,.655,1.000,.077,14,.154,.417,2,0,,1996-1997
Robert Horry,26,LAL,SF,22,14,676,.455,16.0,.539,.267,.073,.091,.109,.461,.562,.682,.417,.400,.500,.329,.720,.920,.103,17,.053,.500,0,0,,1996-1997
Sean Elliott,28,SAS,SF,39,39,1393,.422,13.9,.728,.375,.069,.099,.185,.272,.456,.552,.375,.283,.384,.333,.539,.976,.063,29,.222,.214,0,0,,1996-1997
Tyus Edney,23,SAC,PG,70,20,1376,.384,11.9,.893,.407,.161,.156,.169,.107,.407,.465,.429,.262,.379,.190,.338,.875,.003,1,.048,.000,2,0,,1996-1997
Monty Williams,25,SAS,SF,65,26,1345,.509,8.4,.998,.661,.150,.074,.113,.002,.510,.536,.478,.382,.481,.000,.594,,.070,31,.000,,0,0,,1996-1997
Scott Williams,28,PHI,C,62,52,1317,.509,9.6,.994,.481,.173,.211,.129,.006,.513,.516,.636,.478,.390,.000,.636,,.075,22,.000,,0,0,,1996-1997
James Robinson,26,MIN,PG,69,5,1309,.407,17.7,.446,.210,.060,.079,.098,.554,.437,.495,.483,.289,.404,.382,.468,.735,.017,7,.101,.481,1,0,,1996-1997
Lamond Murray,23,LAC,SF,74,1,1295,.416,13.4,.791,.391,.076,.115,.209,.209,.436,.559,.303,.220,.374,.341,.467,.935,.106,44,.088,.750,1,0,,1996-1997
Theo Ratliff,23,DET,C,76,38,1292,.531,8.5,1.000,.427,.214,.282,.077,.000,.531,.639,.458,.495,.269,,.670,,.193,62,,,0,0,,1996-1997
Tony Smith,28,CHH,PG,69,39,1291,.409,14.3,.706,.436,.050,.056,.163,.294,.445,.429,.294,.421,.545,.323,.613,.813,.012,4,.091,.778,1,0,,1996-1997
Chris Gatling,29,2TM,PF,47,1,1283,.525,9.9,.990,.388,.297,.205,.100,.010,.528,.661,.443,.438,.452,.167,.666,1.000,.066,39,.333,.500,0,0,"6MOY-3,AS",1996-1997
Chris Gatling,29,DAL,PF,44,1,1191,.533,7.9,.990,.400,.305,.198,.086,.010,.537,.668,.458,.461,.380,.167,.662,1.000,.071,39,.333,.500,0,0,,1996-1997
Chris Gatling,29,NJN,PF,3,0,92,.419,11.9,1.000,.233,.186,.302,.279,.000,.419,.500,.125,.231,.750,,.722,,.000,0,,,0,0,,1996-1997
Dan Majerle,31,MIA,SF,36,26,1264,.406,17.0,.421,.256,.072,.040,.052,.579,.500,.618,.240,.143,.556,.338,.589,.882,.029,9,.149,.367,0,0,,1996-1997
Ricky Pierce,37,2TM,SG,60,27,1250,.481,14.3,.809,.221,.113,.219,.256,.191,.490,.482,.518,.523,.457,.442,.503,.976,.000,0,.158,.600,0,0,,1996-1997
Ricky Pierce,37,DEN,SG,33,10,600,.462,13.6,.850,.212,.142,.204,.292,.150,.489,.545,.568,.434,.447,.308,.454,.917,.000,0,.154,.167,0,0,,1996-1997
Ricky Pierce,37,CHH,SG,27,17,650,.502,15.0,.764,.232,.080,.236,.215,.236,.492,.418,.421,.607,.471,.536,.562,1.000,.000,0,.161,.889,0,0,,1996-1997
Michael Cage,35,PHI,C,82,24,1247,.468,10.0,1.000,.461,.135,.227,.177,.000,.468,.554,.474,.313,.440,,.667,,.078,11,,,0,0,,1996-1997
Vitaly Potapenko,21,CLE,C,80,3,1238,.440,9.1,.995,.298,.388,.199,.111,.005,.439,.452,.415,.464,.447,.500,.692,1.000,.014,6,.000,,0,0,,1996-1997
Michael Curry,28,DET,SG,81,2,1217,.448,14.8,.652,.299,.041,.095,.217,.348,.528,.803,.333,.095,.375,.299,.750,.957,.086,19,.195,.200,0,0,,1996-1997
Lawrence Moten,24,VAN,SG,67,18,1214,.388,14.0,.680,.365,.086,.095,.134,.320,.433,.540,.395,.262,.288,.291,.600,.854,.039,15,.177,.280,0,0,,1996-1997
Eldridge Recasner,29,ATL,SG,71,4,1207,.423,16.5,.600,.243,.046,.151,.160,.400,.429,.471,.438,.358,.429,.414,.322,.672,.011,4,.157,.591,0,0,,1996-1997
Andrew Lang,30,MIL,C,52,52,1194,.464,8.4,1.000,.395,.343,.202,.060,.000,.464,.531,.506,.240,.533,,.617,,.101,24,,,0,0,,1996-1997
Jalen Rose,24,IND,SF,66,6,1188,.456,12.5,.809,.318,.154,.220,.117,.191,.495,.592,.483,.470,.295,.292,.384,.619,.058,22,.069,.000,1,1,,1996-1997
Anthony Goldwire,25,2TM,PG,60,30,1188,.397,16.6,.536,.312,.030,.058,.136,.464,.379,.388,.400,.211,.422,.418,.164,.750,.000,0,.078,.417,0,0,,1996-1997
Anthony Goldwire,25,CHH,PG,33,9,576,.403,16.9,.468,.318,.026,.026,.097,.532,.361,.245,.500,.500,.667,.439,.269,.750,.000,0,.073,.500,0,0,,1996-1997
Anthony Goldwire,25,DEN,PG,27,21,612,.392,16.3,.597,.307,.034,.085,.170,.403,.390,.519,.333,.133,.300,.394,.098,.750,.000,0,.085,.333,0,0,,1996-1997
Bimbo Coles,28,GSW,PG,51,13,1183,.389,14.9,.675,.274,.115,.121,.166,.325,.434,.547,.361,.316,.385,.294,.467,.833,.003,1,.216,.364,2,0,,1996-1997
Xavier McDaniel,33,NJN,PF,62,5,1170,.389,12.0,.930,.270,.180,.313,.166,.070,.403,.448,.359,.396,.390,.200,.504,.800,.017,6,.160,.500,1,0,,1996-1997
Grant Long,30,DET,PF,65,24,1166,.447,12.3,.829,.375,.131,.145,.178,.171,.465,.563,.444,.350,.367,.362,.642,1.000,.073,20,.191,.333,0,0,,1996-1997
Travis Knight,22,LAL,C,71,14,1156,.509,8.8,1.000,.556,.178,.138,.127,.000,.509,.569,.510,.368,.400,,.679,,.153,41,,,0,0,,1996-1997
Oliver Miller,26,2TM,C,61,8,1152,.517,6.5,.992,.634,.256,.063,.038,.008,.521,.589,.443,.400,.111,.000,.659,,.055,13,.000,,0,0,,1996-1997
Oliver Miller,26,DAL,C,42,0,836,.494,6.5,.994,.623,.273,.065,.032,.006,.497,.552,.452,.300,.200,.000,.697,,.052,8,.000,,0,0,,1996-1997
Oliver Miller,26,TOR,C,19,8,316,.560,6.6,.988,.655,.226,.060,.048,.012,.566,.655,.421,.600,.000,.000,.596,,.060,5,.000,,0,0,,1996-1997
Jaren Jackson,29,WSB,SG,75,0,1133,.407,17.1,.520,.252,.015,.112,.140,.480,.474,.554,.200,.270,.522,.335,.568,.868,.000,0,.354,.321,1,0,,1996-1997
Chris Whitney,25,WSB,PG,82,1,1117,.421,17.6,.506,.206,.039,.109,.152,.494,.485,.603,.462,.389,.400,.356,.309,.569,.000,0,.104,.294,0,0,,1996-1997
Duane Ferrell,31,IND,SF,62,18,1115,.472,13.7,.869,.368,.047,.134,.320,.131,.481,.500,.375,.378,.519,.409,.667,.944,.012,4,.227,.300,0,0,,1996-1997
Kobe Bryant,18,LAL,SF,71,6,1103,.417,14.5,.678,.365,.090,.104,.118,.322,.437,.487,.395,.273,.460,.375,.408,.765,.043,17,.066,.333,0,0,,1996-1997
Brent Barry,25,LAC,SG,59,0,1094,.409,16.8,.544,.227,.079,.087,.150,.456,.481,.500,.500,.424,.474,.324,.485,.696,.047,17,.052,.556,2,0,,1996-1997
Howard Eisley,24,UTA,PG,82,0,1083,.451,13.7,.766,.360,.091,.107,.208,.234,.504,.640,.393,.364,.391,.278,.420,.650,.000,0,.056,.250,1,0,,1996-1997
Shandon Anderson,23,UTA,SG,65,0,1066,.462,11.0,.852,.478,.151,.119,.104,.148,.454,.539,.417,.263,.333,.511,.780,.917,.038,11,.043,.000,0,0,,1996-1997
Andrew DeClercq,23,GSW,C,71,1,1065,.520,6.9,1.000,.626,.249,.092,.033,.000,.520,.608,.426,.240,.333,,.606,,.132,35,,,0,0,,1996-1997
Pooh Richardson,30,LAC,PG,59,18,1065,.381,18.0,.628,.160,.035,.113,.320,.372,.412,.509,.333,.256,.427,.328,.270,.786,.000,0,.063,.375,2,0,,1996-1997
George Lynch,26,VAN,SF,41,27,1059,.471,11.9,.893,.426,.107,.151,.210,.107,.496,.621,.516,.318,.361,.258,.643,.750,.052,15,.065,.500,2,0,,1996-1997
Randy Brown,28,CHI,PG,72,3,1057,.420,12.8,.934,.372,.036,.201,.324,.066,.437,.516,.333,.358,.407,.182,.750,.750,.024,8,.182,.000,0,0,,1996-1997
Brooks Thompson,26,2TM,PG,67,6,1055,.399,19.4,.399,.101,.030,.101,.167,.601,.401,.317,.333,.390,.471,.398,.338,.629,.000,0,.111,.333,1,0,,1996-1997
Brooks Thompson,26,UTA,PG,2,0,8,.000,19.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,,.000,0,,,0,0,,1996-1997
Brooks Thompson,26,DEN,PG,65,6,1047,.400,19.8,.398,.101,.030,.101,.165,.602,.404,.317,.333,.390,.478,.398,.338,.629,.000,0,.111,.333,1,0,,1996-1997
Terry Dehere,25,LAC,PG,73,3,1053,.386,16.9,.582,.243,.042,.084,.214,.418,.430,.581,.375,.281,.329,.325,.531,.692,.016,6,.050,.500,1,0,,1996-1997
Erick Dampier,21,IND,C,72,21,1052,.390,8.1,.997,.438,.345,.185,.030,.003,.388,.449,.345,.355,.200,1.000,.600,1.000,.095,30,.000,,0,0,,1996-1997
Matt Geiger,27,CHH,C,49,13,1044,.489,8.9,.943,.597,.143,.149,.054,.057,.500,.502,.540,.442,.526,.300,.727,1.000,.137,48,.050,1.000,0,0,,1996-1997
Rex Walters,26,PHI,SG,59,16,1041,.455,17.3,.545,.237,.031,.071,.206,.455,.514,.636,.100,.304,.507,.385,.484,.772,.000,0,.068,.500,0,0,,1996-1997
Matt Bullard,29,HOU,PF,71,12,1025,.401,18.9,.356,.120,.049,.099,.088,.644,.465,.618,.571,.214,.480,.366,.660,.955,.014,3,.098,.333,0,0,,1996-1997
Donyell Marshall,23,GSW,SF,61,20,1022,.413,13.0,.736,.323,.162,.112,.140,.264,.448,.588,.309,.319,.390,.315,.655,.943,.093,38,.216,.333,0,0,,1996-1997
B.J. Armstrong,29,GSW,PG,49,17,1020,.453,15.2,.725,.202,.089,.153,.281,.275,.519,.712,.483,.420,.446,.278,.504,.920,.000,0,.133,.333,0,0,,1996-1997
Mark Bryant,31,PHO,PF,41,18,1018,.553,7.4,1.000,.342,.502,.135,.022,.000,.553,.574,.529,.568,.667,,.566,,.044,11,,,0,0,,1996-1997
Darrell Armstrong,28,ORL,PG,67,0,1010,.383,17.1,.475,.252,.064,.070,.090,.525,.470,.540,.500,.250,.419,.304,.286,.727,.014,5,.144,.462,0,0,,1996-1997
Sharone Wright,24,TOR,C,60,28,1009,.400,7.9,.998,.427,.372,.171,.027,.002,.400,.512,.300,.333,.455,.000,.559,,.107,39,.000,,0,0,,1996-1997
Corie Blount,28,LAL,PF,58,18,1009,.514,8.2,.983,.620,.168,.128,.067,.017,.517,.595,.467,.348,.250,.333,.780,.000,.207,33,.333,1.000,0,0,,1996-1997
Larry Stewart,28,SEA,SF,70,21,982,.444,10.1,.853,.603,.111,.056,.083,.147,.479,.559,.286,.214,.333,.243,.757,.889,.095,23,.216,.375,0,0,,1996-1997
Randy Livingston,21,HOU,PG,64,0,981,.437,10.3,.904,.572,.162,.096,.074,.096,.440,.489,.405,.364,.235,.409,.527,.556,.004,1,.091,1.000,2,0,,1996-1997
Chris Morris,31,UTA,SF,73,1,977,.408,14.1,.622,.344,.037,.137,.104,.378,.489,.621,.000,.195,.613,.274,.681,1.000,.060,17,.142,.438,0,0,,1996-1997
Jon Barry,27,ATL,SG,58,8,965,.407,18.0,.496,.199,.045,.081,.171,.504,.426,.408,.364,.350,.500,.387,.538,.750,.004,0,.194,.458,0,0,,1996-1997
Cherokee Parks,24,MIN,PF,76,0,961,.510,9.7,.995,.475,.134,.168,.218,.005,.512,.615,.296,.471,.455,.000,.689,,.139,27,.000,,0,0,,1996-1997
Mark West,36,CLE,C,70,43,959,.556,6.2,1.000,.561,.406,.028,.006,.000,.556,.604,.493,.600,.000,,.630,,.183,31,,,0,0,,1996-1997
Kevin Gamble,31,SAC,SF,62,2,953,.430,18.6,.608,.063,.038,.115,.392,.392,.397,.500,.545,.273,.402,.482,.696,.870,.003,1,.054,.833,0,0,,1996-1997
Todd Fuller,22,GSW,C,75,18,949,.429,8.7,1.000,.410,.248,.263,.071,.000,.429,.514,.424,.286,.421,,.658,,.056,13,,,0,0,,1996-1997
