Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot_1,PGA,And1,Blkd,Awards,Year,Off._1
Rik Smits,30,IND,C,52,52,1518,0,0,0,0,100,1.7,0.4,49,34,91,11,100,160,32,39,,1996-1997,
Buck Williams,36,NYK,PF,74,4,1496,0,0,4,87,8,6.7,4.0,21,13,87,19,83,122,15,24,,1996-1997,
George McCloud,29,2TM,SF,64,28,1493,0,19,77,4,0,-1.7,5.5,37,6,54,4,31,242,6,22,,1996-1997,
George McCloud,29,DAL,SF,41,26,1207,0,18,78,4,0,-1.8,8.1,34,4,46,4,28,206,6,19,,1996-1997,
George McCloud,29,LAL,SF,23,2,286,0,25,72,3,0,-1.3,-5.7,3,2,8,0,3,36,0,3,,1996-1997,
Jim McIlvaine,24,SEA,C,82,79,1477,0,0,0,0,100,10.5,1.6,19,6,130,22,52,57,7,35,,1996-1997,
Luc Longley,28,CHI,C,59,59,1472,0,0,0,0,100,10.2,-2.3,35,33,103,14,61,308,14,47,,1996-1997,
Antoine Carr,35,UTA,PF,82,0,1460,0,0,25,68,7,-2.7,-14.5,29,19,105,10,54,160,15,24,,1996-1997,
Cory Alexander,23,SAS,PG,80,6,1454,94,6,0,0,0,-9.7,-1.1,83,26,71,9,38,540,6,23,,1996-1997,
Derrick McKey,30,IND,SF,50,49,1449,0,0,77,23,0,-1.1,-4.2,46,16,72,5,48,288,13,30,,1996-1997,
Byron Scott,35,LAL,SG,79,8,1440,6,94,0,0,0,6.1,3.4,23,9,32,3,46,217,8,9,,1996-1997,
Blue Edwards,31,VAN,SF,61,12,1439,0,12,87,0,0,-10.3,0.1,44,10,68,5,41,255,12,28,,1996-1997,
Jayson Williams,28,NJN,PF,41,40,1432,0,0,0,52,48,-6.8,-5.5,27,13,74,15,81,118,24,45,,1996-1997,
Khalid Reeves,24,2TM,PG,63,30,1432,86,14,0,0,0,-7.9,-4.3,58,22,56,7,27,510,8,34,,1996-1997,
Khalid Reeves,24,NJN,PG,50,18,1048,81,19,0,0,0,-5.9,-3.6,43,18,45,7,23,381,7,25,,1996-1997,
Khalid Reeves,24,DAL,PG,13,12,384,99,1,0,0,0,-13.1,-6.4,15,4,11,0,4,129,1,9,,1996-1997,
Cedric Ceballos,27,2TM,SF,50,40,1426,0,2,86,12,0,3.3,2.7,33,18,44,5,83,142,17,57,,1996-1997,
Cedric Ceballos,27,LAL,SF,8,8,279,0,1,91,8,0,3.3,-0.8,11,3,5,1,4,33,2,9,,1996-1997,
Cedric Ceballos,27,PHO,SF,42,32,1147,0,2,84,13,1,3.3,3.6,22,15,39,4,79,109,15,48,,1996-1997,
Jason Caffey,23,CHI,PF,75,19,1405,0,0,0,69,31,8.9,-4.3,34,21,59,10,105,200,27,35,,1996-1997,
Carlos Rogers,25,TOR,PF,56,3,1397,0,0,17,61,22,-3.5,-0.2,21,19,81,4,74,85,19,23,,1996-1997,
Robert Horry,26,2TM,SF,54,29,1395,0,0,64,34,2,3.3,1.2,39,11,80,8,39,238,12,12,,1996-1997,
Robert Horry,26,PHO,SF,32,15,719,0,0,69,30,1,-2.0,-3.4,24,5,42,5,23,116,6,7,,1996-1997,
Robert Horry,26,LAL,SF,22,14,676,0,0,59,39,3,9.0,6.0,15,6,38,3,16,122,6,5,,1996-1997,
Sean Elliott,28,SAS,SF,39,39,1393,0,3,94,3,0,-5.3,5.7,44,9,33,9,77,277,12,42,,1996-1997,
Tyus Edney,23,SAC,PG,70,20,1376,100,0,0,0,0,-3.0,2.2,66,27,30,3,75,494,9,37,,1996-1997,
Monty Williams,25,SAS,SF,65,26,1345,0,0,65,32,4,-7.4,2.4,52,22,54,11,82,198,15,52,,1996-1997,
Scott Williams,28,PHI,C,62,52,1317,0,0,0,0,100,-5.0,3.9,17,13,106,6,22,93,1,26,,1996-1997,
James Robinson,26,MIN,PG,69,5,1309,50,50,0,0,0,-3.0,-2.9,40,10,40,6,37,271,8,28,,1996-1997,
Lamond Murray,23,LAC,SF,74,1,1295,0,0,63,37,0,-1.2,2.9,40,18,53,14,91,126,25,30,,1996-1997,
Theo Ratliff,23,DET,C,76,38,1292,0,0,0,2,98,7.5,0.8,13,10,77,6,53,27,10,20,,1996-1997,
Tony Smith,28,CHH,PG,69,39,1291,54,46,0,0,0,2.3,-1.9,46,13,44,5,25,345,5,13,,1996-1997,
Chris Gatling,29,2TM,PF,47,1,1283,0,0,0,70,30,-2.3,7.1,53,8,43,26,133,63,34,38,"6MOY-3,AS",1996-1997,
Chris Gatling,29,DAL,PF,44,1,1191,0,0,0,71,29,-1.4,8.5,51,7,35,24,125,56,32,35,,1996-1997,
Chris Gatling,29,NJN,PF,3,0,92,0,0,0,57,43,-14.1,-11.0,2,1,8,2,8,7,2,3,,1996-1997,
Dan Majerle,31,MIA,SF,36,26,1264,1,29,70,1,0,4.8,-2.2,32,5,21,3,23,262,9,21,,1996-1997,
Ricky Pierce,37,2TM,SG,60,27,1250,0,97,2,0,0,-1.8,-0.1,26,15,39,10,60,178,12,37,,1996-1997,
Ricky Pierce,37,DEN,SG,33,10,600,0,97,3,0,0,-6.4,1.4,12,8,18,7,36,65,7,19,,1996-1997,
Ricky Pierce,37,CHH,SG,27,17,650,1,98,2,0,0,2.4,-1.4,14,7,21,3,24,113,5,18,,1996-1997,
Michael Cage,35,PHI,C,82,24,1247,0,0,0,0,100,-12.7,-7.3,10,0,89,3,12,99,1,8,,1996-1997,
Vitaly Potapenko,21,CLE,C,80,3,1238,0,0,0,0,100,-0.3,-4.3,26,27,101,19,52,99,13,41,,1996-1997,
Michael Curry,28,DET,SG,81,2,1217,2,53,44,1,0,7.7,1.1,7,7,47,3,33,97,5,6,,1996-1997,
Lawrence Moten,24,VAN,SG,67,18,1214,12,88,0,0,0,-9.0,1.9,44,10,33,7,45,277,10,31,,1996-1997,
Eldridge Recasner,29,ATL,SG,71,4,1207,64,37,0,0,0,-0.4,-10.5,37,14,36,4,18,212,6,19,,1996-1997,
Andrew Lang,30,MIL,C,52,52,1194,0,0,0,0,100,-0.4,2.4,8,9,80,10,26,56,5,22,,1996-1997,
Jalen Rose,24,IND,SF,66,6,1188,0,12,76,12,0,2.9,1.9,68,10,52,12,61,336,13,19,,1996-1997,
Anthony Goldwire,25,2TM,PG,60,30,1188,100,0,0,0,0,-2.5,-0.4,47,5,22,9,34,485,8,17,,1996-1997,
Anthony Goldwire,25,CHH,PG,33,9,576,100,0,0,0,0,-1.5,-6.0,21,2,9,5,15,206,2,10,,1996-1997,
Anthony Goldwire,25,DEN,PG,27,21,612,100,0,0,0,0,-3.4,4.9,26,3,13,4,19,279,6,7,,1996-1997,
Bimbo Coles,28,GSW,PG,51,13,1183,83,17,0,0,0,-8.6,-3.1,29,13,32,6,18,330,5,21,,1996-1997,
Xavier McDaniel,33,NJN,PF,62,5,1170,0,0,13,86,1,0.9,6.0,20,19,45,12,35,145,9,23,,1996-1997,
Grant Long,30,DET,PF,65,24,1166,0,1,14,83,1,5.2,-2.5,20,2,38,13,35,98,8,19,,1996-1997,
Travis Knight,22,LAL,C,71,14,1156,0,0,0,30,70,5.7,2.4,22,4,74,8,44,88,8,26,,1996-1997,
Oliver Miller,26,2TM,C,61,8,1152,0,0,0,1,99,0.7,8.6,49,10,98,13,35,189,9,29,,1996-1997,
Oliver Miller,26,DAL,C,42,0,836,0,0,0,1,99,0.4,9.9,40,7,71,10,21,124,3,24,,1996-1997,
Oliver Miller,26,TOR,C,19,8,316,0,0,0,3,97,1.4,5.2,9,3,27,3,14,65,6,5,,1996-1997,
Jaren Jackson,29,WSB,SG,75,0,1133,0,99,1,0,0,1.9,-1.3,33,7,51,9,25,150,8,15,,1996-1997,
Chris Whitney,25,WSB,PG,82,1,1117,100,0,0,0,0,0.4,-3.4,39,15,39,3,21,408,3,14,,1996-1997,
Duane Ferrell,31,IND,SF,62,18,1115,0,19,75,6,0,3.8,3.1,26,11,44,7,38,137,8,36,,1996-1997,
Kobe Bryant,18,LAL,SF,71,6,1103,0,30,65,5,0,1.7,-3.2,46,17,41,8,60,198,6,24,,1996-1997,
Brent Barry,25,LAC,SG,59,0,1094,41,58,2,0,0,4.0,9.9,44,15,39,8,34,350,4,6,,1996-1997,
Howard Eisley,24,UTA,PG,82,0,1083,98,2,0,0,0,1.0,-7.8,67,15,37,12,23,427,8,19,,1996-1997,
Shandon Anderson,23,UTA,SG,65,0,1066,0,92,8,0,0,-2.1,-11.8,28,10,39,15,40,101,11,30,,1996-1997,
Andrew DeClercq,23,GSW,C,71,1,1065,0,0,0,26,74,-11.2,-6.5,17,22,115,22,61,57,13,29,,1996-1997,
Pooh Richardson,30,LAC,PG,59,18,1065,99,1,0,0,0,-4.3,-1.6,38,8,31,2,7,376,1,18,,1996-1997,
George Lynch,26,VAN,SF,41,27,1059,0,0,82,18,0,-7.7,3.7,42,9,41,5,42,175,7,24,,1996-1997,
Randy Brown,28,CHI,PG,72,3,1057,57,43,0,0,0,9.7,-2.7,31,15,46,3,37,299,8,14,,1996-1997,
Brooks Thompson,26,2TM,PG,67,6,1055,48,52,0,0,0,-5.2,3.1,61,11,30,2,13,395,2,19,,1996-1997,
Brooks Thompson,26,UTA,PG,2,0,8,24,77,0,0,0,-43.8,-50.5,1,0,0,0,0,2,0,0,,1996-1997,
Brooks Thompson,26,DEN,PG,65,6,1047,48,51,0,0,0,-4.9,3.5,60,11,30,2,13,393,2,19,,1996-1997,
Terry Dehere,25,LAC,PG,73,3,1053,64,36,0,0,0,-1.8,1.8,59,11,57,12,52,355,12,16,,1996-1997,
Erick Dampier,21,IND,C,72,21,1052,0,0,0,4,96,-0.8,-3.2,32,10,67,15,72,111,6,42,,1996-1997,
Matt Geiger,27,CHH,C,49,13,1044,0,0,0,37,63,1.8,-2.5,22,13,71,14,61,88,17,13,,1996-1997,
Rex Walters,26,PHI,SG,59,16,1041,32,68,0,0,0,-10.4,-3.8,23,18,29,9,16,247,5,15,,1996-1997,
Matt Bullard,29,HOU,PF,71,12,1025,0,0,29,55,16,1.3,-4.7,21,6,37,3,11,148,1,7,,1996-1997,
Donyell Marshall,23,GSW,SF,61,20,1022,0,1,62,35,2,-9.7,-4.4,19,16,57,5,44,119,8,22,,1996-1997,
B.J. Armstrong,29,GSW,PG,49,17,1020,61,39,0,0,0,-8.0,-2.2,31,8,29,1,24,281,5,15,,1996-1997,
Mark Bryant,31,PHO,PF,41,18,1018,0,0,14,77,9,2.1,1.7,11,10,54,9,45,108,10,22,,1996-1997,
Darrell Armstrong,28,ORL,PG,67,0,1010,100,0,0,0,0,-1.2,0.1,60,24,24,3,26,407,7,24,,1996-1997,
Sharone Wright,24,TOR,C,60,28,1009,0,0,0,1,99,-9.8,-8.6,19,32,88,7,63,74,9,36,,1996-1997,
Corie Blount,28,LAL,PF,58,18,1009,0,0,8,87,5,1.7,-3.1,20,8,55,8,32,79,5,9,,1996-1997,
Larry Stewart,28,SEA,SF,70,21,982,0,0,74,25,1,6.4,-4.1,21,9,61,4,39,117,4,31,,1996-1997,
Randy Livingston,21,HOU,PG,64,0,981,73,27,0,0,0,1.8,-4.0,63,11,37,12,23,341,5,19,,1996-1997,
Chris Morris,31,UTA,SF,73,1,977,0,9,90,1,0,-20.1,-35.0,28,3,54,6,28,38,8,16,,1996-1997,
Jon Barry,27,ATL,SG,58,8,965,15,83,3,0,0,4.9,-2.7,39,12,27,2,12,263,4,9,,1996-1997,
Cherokee Parks,24,MIN,PF,76,0,961,0,0,0,15,85,0.2,1.6,12,4,70,8,35,74,12,13,,1996-1997,
Mark West,36,CLE,C,70,43,959,0,0,0,8,92,3.7,1.5,8,8,81,12,28,43,6,21,,1996-1997,
Kevin Gamble,31,SAC,SF,62,2,953,0,38,59,3,0,-5.9,-1.9,19,3,41,0,4,168,2,2,,1996-1997,
Todd Fuller,22,GSW,C,75,18,949,0,0,0,1,99,-11.2,-6.3,11,13,77,10,47,56,11,26,,1996-1997,
Henry James,31,ATL,PF,53,15,945,0,0,87,13,0,0.0,-9.1,9,6,33,4,16,48,1,10,,1996-1997,
Jerome Allen,24,2TM,SG,76,1,943,72,25,2,0,0,-2.6,-1.8,50,4,25,6,27,346,5,15,,1996-1997,
Jerome Allen,24,IND,SG,51,1,692,95,5,0,0,0,1.8,0.4,40,3,18,6,14,238,2,11,,1996-1997,
Jerome Allen,24,DEN,SG,25,0,251,11,80,9,0,0,-14.8,-7.8,10,1,7,0,13,108,3,4,,1996-1997,
Stacey Augmon,28,2TM,SG,60,10,942,0,68,30,2,0,6.6,1.5,25,13,37,6,43,127,6,17,,1996-1997,
Stacey Augmon,28,DET,SG,20,3,292,0,46,51,3,0,1.7,-5.8,10,5,13,1,16,35,1,5,,1996-1997,
Stacey Augmon,28,POR,SG,40,7,650,0,78,20,2,0,8.7,4.8,15,8,24,5,27,92,5,12,,1996-1997,
Scott Burrell,26,2TM,SF,57,2,939,0,36,59,4,0,2.0,3.7,32,11,67,1,31,162,6,18,,1996-1997,
Scott Burrell,26,CHH,SF,28,2,482,0,48,52,0,0,10.8,8.2,14,5,31,0,21,87,5,13,,1996-1997,
Scott Burrell,26,GSW,SF,29,0,457,0,23,67,9,0,-7.3,-1.0,18,6,36,1,10,75,1,5,,1996-1997,
David Wingate,33,SEA,SG,65,2,929,0,33,66,1,0,4.3,-6.7,18,7,27,5,16,179,3,9,,1996-1997,
Derek Fisher,22,LAL,PG,80,3,921,99,1,0,0,0,4.0,0.0,46,9,24,8,40,260,7,21,,1996-1997,
Greg Foster,28,UTA,C,79,12,920,0,0,0,1,99,-7.5,-18.2,13,9,76,8,27,69,3,17,,1996-1997,
Adam Keefe,26,UTA,C,62,0,915,0,0,0,42,58,3.0,-4.7,14,8,52,7,40,70,9,13,,1996-1997,
Eddie Johnson,37,2TM,SF,52,2,913,0,16,76,8,0,3.7,0.0,27,6,37,6,23,108,6,12,,1996-1997,
Eddie Johnson,37,IND,SF,28,0,306,0,10,76,14,0,-1.5,-3.3,8,1,15,6,7,36,1,5,,1996-1997,
Eddie Johnson,37,HOU,SF,24,2,607,0,19,76,5,0,6.3,1.7,19,5,22,0,16,72,5,7,,1996-1997,
Sam Mack,26,HOU,SF,52,10,904,0,14,86,1,0,-1.2,-7.7,20,10,31,5,18,124,5,14,,1996-1997,
Dino Radja,29,BOS,C,25,25,874,0,0,0,4,96,-3.9,5.4,25,14,47,8,34,104,11,28,,1996-1997,
Tony Delk,23,CHH,PG,61,1,867,91,9,0,0,0,2.4,-1.6,47,9,28,1,20,212,5,12,,1996-1997,
Othella Harrington,23,HOU,PF,57,1,860,0,0,15,74,12,0.9,-5.1,14,15,45,5,38,38,9,23,,1996-1997,
Donald Royal,30,3TM,SF,62,4,858,0,9,55,36,0,-5.2,-3.1,21,5,55,12,50,54,9,16,,1996-1997,
Donald Royal,30,ORL,SF,1,1,29,0,0,100,0,0,1.8,3.1,1,0,1,1,2,3,0,2,,1996-1997,
Donald Royal,30,GSW,SF,36,1,509,0,1,44,55,0,-10.6,-4.8,9,2,29,7,32,29,8,11,,1996-1997,
Donald Royal,30,CHH,SF,25,2,320,0,23,68,9,0,2.8,-0.8,11,3,25,4,16,22,1,3,,1996-1997,
Ivano Newbill,26,ATL,PF,72,2,850,0,0,1,86,14,1.5,-6.9,12,8,53,10,18,57,0,17,,1996-1997,
Craig Ehlo,35,SEA,SG,62,0,848,0,23,75,2,0,7.2,-3.0,22,6,19,4,12,150,3,19,,1996-1997,
Joe Kleine,35,3TM,C,59,10,848,0,0,0,1,99,-8.1,-7.5,14,8,57,4,13,78,2,10,,1996-1997,
Joe Kleine,35,PHO,C,23,10,365,0,0,0,0,100,-6.4,-7.9,7,3,22,1,7,26,2,3,,1996-1997,
Joe Kleine,35,LAL,C,8,0,30,0,0,0,27,73,-29.7,-34.0,0,0,4,0,1,0,0,1,,1996-1997,
Joe Kleine,35,NJN,C,28,0,453,0,0,0,0,100,-8.1,-5.4,7,5,31,3,5,52,0,6,,1996-1997,
Antonio Lang,24,CLE,PF,64,1,843,0,0,63,37,0,0.3,-2.9,9,11,46,13,24,75,4,18,,1996-1997,
Vincent Askew,30,3TM,SG,43,0,838,6,46,48,0,0,0.4,-1.0,26,7,46,4,33,201,5,18,,1996-1997,
Vincent Askew,30,NJN,SG,1,0,7,0,100,0,0,0,10.6,13.9,0,0,1,0,0,0,0,0,,1996-1997,
Vincent Askew,30,IND,SG,41,0,822,6,45,49,0,0,1.5,-0.1,24,7,45,4,32,201,5,18,,1996-1997,
Vincent Askew,30,DEN,SG,1,0,9,0,100,0,0,0,-107.3,-100.0,2,0,0,0,1,0,0,0,,1996-1997,
Chris Carr,22,MIN,SG,55,10,830,0,84,16,0,0,5.4,8.2,18,4,46,6,26,101,3,23,,1996-1997,
Terry Cummings,35,SEA,PF,45,3,828,0,0,0,95,5,2.7,-8.4,19,8,42,4,38,94,10,22,,1996-1997,
Lucious Harris,26,PHI,SG,54,3,813,6,91,3,0,0,-7.0,0.8,12,12,20,0,18,110,2,9,,1996-1997,
Ed O'Bannon,24,2TM,SF,64,5,809,0,2,65,33,0,-7.1,-3.3,12,1,62,3,18,88,6,18,,1996-1997,
Ed O'Bannon,24,NJN,SF,45,5,634,0,2,58,40,0,-5.1,-2.2,7,1,47,3,13,66,4,13,,1996-1997,
Ed O'Bannon,24,DAL,SF,19,0,175,0,0,94,6,0,-14.3,-7.3,5,0,15,0,5,22,2,5,,1996-1997,
Nate McMillan,32,SEA,PG,37,2,798,28,72,0,0,0,15.4,7.3,15,5,35,1,10,303,1,6,,1996-1997,
John Wallace,22,NYK,SF,68,6,787,0,1,94,6,0,2.9,-1.6,30,9,48,8,47,80,10,16,,1996-1997,
Bill Wennington,33,CHI,C,61,19,783,0,0,0,1,100,7.7,-4.9,15,4,76,7,22,90,3,9,,1996-1997,
Wayman Tisdale,32,PHO,PF,53,15,778,0,0,20,73,6,-4.0,-5.9,12,4,70,10,25,46,6,15,,1996-1997,
Eric Snow,23,SEA,PG,67,0,775,100,0,0,0,0,-0.4,-12.3,26,15,33,1,27,358,4,11,,1996-1997,
Stojko Vranković,33,MIN,C,53,35,766,0,0,0,0,100,-7.1,-7.5,12,8,69,11,15,32,5,12,,1996-1997,
Kenny Smith,31,3TM,PG,48,3,765,84,16,0,0,0,-12.4,-7.4,55,6,16,2,13,256,1,16,,1996-1997,
Kenny Smith,31,DET,PG,9,0,64,59,41,0,0,0,-5.8,-13.0,3,0,1,0,0,22,0,0,,1996-1997,
Kenny Smith,31,ORL,PG,6,0,47,81,19,0,0,0,-13.4,-12.2,4,2,1,0,0,9,0,1,,1996-1997,
Kenny Smith,31,DEN,PG,33,3,654,86,14,0,0,0,-12.9,-6.5,48,4,14,2,13,225,1,15,,1996-1997,
Erick Strickland,23,DAL,SG,28,15,759,14,86,1,0,0,-7.3,0.0,49,4,22,4,28,155,6,13,,1996-1997,
Chucky Brown,28,2TM,SF,70,1,757,0,3,79,18,0,-6.6,-5.6,8,2,49,3,32,63,4,7,,1996-1997,
Chucky Brown,28,PHO,SF,10,0,83,0,18,68,14,0,-9.3,-10.3,2,0,4,1,5,9,1,3,,1996-1997,
Chucky Brown,28,MIL,SF,60,1,674,0,1,80,19,0,-6.3,-5.0,6,2,45,2,27,54,3,4,,1996-1997,
Eric Piatkowski,26,LAC,SG,65,0,747,0,71,27,2,0,2.4,6.9,28,7,37,3,35,112,8,18,,1996-1997,
Clifford Rozier,24,2TM,C,42,29,737,0,0,0,3,97,-6.0,-3.2,6,8,45,1,33,71,11,17,,1996-1997,
Clifford Rozier,24,GSW,C,1,0,5,0,0,0,0,100,-85.0,-78.7,0,0,0,0,0,0,0,0,,1996-1997,
Clifford Rozier,24,TOR,C,41,29,732,0,0,0,4,97,-5.5,-2.7,6,8,45,1,33,71,11,17,,1996-1997,
Sean Rooks,27,LAL,C,69,3,735,0,0,0,38,62,1.2,-3.5,20,6,81,10,56,101,14,33,,1996-1997,
Don MacLean,27,PHI,SF,37,2,733,0,0,10,79,11,-6.0,2.0,20,11,36,7,39,85,6,25,,1996-1997,
Dana Barros,29,BOS,PG,24,8,708,100,0,0,0,0,-10.0,-2.3,25,3,16,4,8,186,2,13,,1996-1997,
Loren Meyer,24,2TM,PF,54,33,708,0,0,0,75,25,-5.9,-4.2,15,12,58,15,29,42,2,29,,1996-1997,
Loren Meyer,24,DAL,PF,19,16,259,0,0,0,91,9,-8.6,-1.3,8,5,23,4,6,15,0,8,,1996-1997,
Loren Meyer,24,PHO,PF,35,17,449,0,0,0,66,34,-4.4,-5.9,7,7,35,11,23,27,2,21,,1996-1997,
Jud Buechler,28,CHI,SF,76,0,703,0,19,78,3,0,4.6,-8.6,20,5,28,0,3,135,2,5,,1996-1997,
Steve Nash,22,PHO,PG,65,2,684,68,31,1,0,0,-9.6,-12.5,40,12,25,3,9,303,0,14,,1996-1997,
Chris Robinson,22,VAN,SG,41,6,681,0,59,41,0,0,-9.8,0.7,21,5,44,1,3,149,0,3,,1996-1997,
Brett Szabo,28,BOS,C,70,24,662,0,0,0,15,85,-11.0,-3.5,18,5,64,8,24,44,3,13,,1996-1997,
Pete Chilcutt,28,VAN,PF,54,1,662,0,0,10,78,13,-12.6,-2.7,19,4,32,1,9,102,2,5,,1996-1997,
John Crotty,27,MIA,PG,48,0,659,66,34,0,0,0,-1.6,-9.5,25,11,28,5,23,242,6,15,,1996-1997,
Doug Overton,27,PHI,PG,61,4,634,83,17,0,0,0,-2.0,6.6,17,11,15,2,16,230,8,11,,1996-1997,
Bobby Hurley,25,SAC,PG,49,12,632,96,4,0,0,0,-2.2,2.6,41,6,18,1,13,316,1,6,,1996-1997,
Jamie Feick,22,2TM,C,41,0,624,0,0,1,79,20,-12.5,-4.3,16,10,52,1,28,58,1,21,,1996-1997,
Jamie Feick,22,CHH,C,3,0,10,0,0,0,65,36,-19.0,-22.7,0,0,2,0,1,0,0,0,,1996-1997,
Jamie Feick,22,SAS,PF,38,0,614,0,0,1,79,20,-12.4,-4.0,16,10,50,1,27,58,1,21,,1996-1997,
Hubert Davis,26,TOR,SG,36,0,623,17,82,1,0,0,-2.2,1.4,8,7,15,0,9,79,4,8,,1996-1997,
Brian Grant,24,SAC,PF,24,15,607,0,0,0,67,33,-7.5,-3.7,21,7,44,4,38,59,8,20,,1996-1997,
Samaki Walker,20,DAL,PF,43,12,602,0,0,2,76,22,-12.4,-5.9,7,6,35,9,37,37,10,32,,1996-1997,
Ray Owes,24,GSW,PF,57,1,592,0,0,6,84,10,-8.8,-2.8,5,8,37,4,17,36,2,9,,1996-1997,
Duane Causwell,28,SAC,C,46,8,581,0,0,0,0,100,-11.9,-8.8,8,4,67,8,14,50,1,5,,1996-1997,
Fred Hoiberg,24,IND,SG,47,0,572,9,86,5,0,0,6.1,5.4,17,0,19,0,34,85,8,13,,1996-1997,
Dontonio Wingfield,22,POR,SF,47,0,569,0,0,91,9,0,2.5,-2.6,17,9,42,3,17,98,6,11,,1996-1997,
Adrian Caldwell,30,2TM,PF,45,0,569,0,0,0,10,90,-5.2,0.9,13,5,51,4,21,27,6,10,,1996-1997,
Adrian Caldwell,30,NJN,PF,18,0,204,0,0,0,24,77,-0.3,3.2,5,2,16,3,7,11,1,3,,1996-1997,
Adrian Caldwell,30,PHI,PF,27,0,365,0,0,0,2,98,-7.9,-0.3,8,3,35,1,14,16,5,7,,1996-1997,
Aaron Williams,25,2TM,C,33,1,563,0,0,76,23,2,-7.0,3.8,13,4,42,8,26,32,11,7,,1996-1997,
Aaron Williams,25,DEN,C,1,0,10,0,0,0,0,100,-11.4,-3.8,1,2,0,0,0,0,0,0,,1996-1997,
Aaron Williams,25,VAN,PF,32,1,553,0,0,77,23,0,-7.0,4.0,12,2,42,8,26,32,11,7,,1996-1997,
Donny Marshall,24,CLE,SF,56,0,548,0,5,77,18,0,-10.1,-14.9,15,8,35,5,19,52,1,10,,1996-1997,
Greg Minor,25,BOS,SF,23,15,547,1,18,69,13,0,-1.6,7.6,10,2,27,0,18,71,5,17,,1996-1997,
Danny Schayes,37,ORL,PF,45,6,540,0,0,0,13,87,-1.6,-0.4,10,5,36,3,22,30,3,11,,1996-1997,
Joe Wolf,32,MIL,C,56,7,525,0,0,0,1,99,-3.7,-1.8,8,1,46,3,6,46,1,1,,1996-1997,
Malik Rose,22,CHH,PF,54,1,525,0,0,0,72,28,4.4,0.9,9,7,33,14,26,76,5,10,,1996-1997,
Dee Brown,28,BOS,PG,21,2,522,88,12,0,0,0,-8.5,-0.4,15,2,21,0,5,143,0,6,,1996-1997,
Lionel Simmons,28,SAC,SF,41,0,521,0,35,55,10,0,-9.7,-6.1,18,6,29,0,16,122,2,15,,1996-1997,
Alton Lister,38,BOS,C,53,2,516,0,0,0,0,100,-12.6,-5.1,16,1,50,8,11,29,1,7,,1996-1997,
Rumeal Robinson,30,3TM,PG,54,3,508,73,27,0,0,0,5.4,1.6,23,8,25,6,8,162,1,12,,1996-1997,
Rumeal Robinson,30,LAL,PG,15,3,126,9,91,0,0,0,11.5,7.7,7,1,5,2,1,30,0,6,,1996-1997,
Rumeal Robinson,30,PHO,PG,12,0,87,81,19,0,0,0,1.0,0.2,2,2,2,0,1,17,0,1,,1996-1997,
Rumeal Robinson,30,POR,PG,27,0,295,99,1,0,0,0,4.1,-0.7,14,5,18,4,6,115,1,5,,1996-1997,
Alan Henderson,24,ATL,PF,30,0,501,0,0,11,89,1,-9.1,-18.4,8,10,49,1,35,60,9,16,,1996-1997,
Acie Earl,26,2TM,C,47,0,500,0,0,2,24,74,-6.7,-3.8,13,10,25,5,28,45,2,8,,1996-1997,
Acie Earl,26,TOR,C,38,0,457,0,0,2,23,75,-6.1,-3.1,12,10,22,5,25,41,2,7,,1996-1997,
Acie Earl,26,MIL,C,9,0,43,0,0,0,35,65,-12.5,-10.6,1,0,3,0,3,4,0,1,,1996-1997,
Shawn Respert,24,2TM,SG,41,0,495,41,59,0,0,0,-4.3,-1.1,17,5,17,2,13,82,3,7,,1996-1997,
Shawn Respert,24,MIL,SG,14,0,83,44,56,0,0,0,-11.8,-9.9,7,0,3,0,2,16,1,0,,1996-1997,
Shawn Respert,24,TOR,SG,27,0,412,41,59,0,0,0,-2.8,0.6,10,5,14,2,11,66,2,7,,1996-1997,
Kevin Edwards,31,NJN,PG,32,0,477,94,6,0,0,0,-9.1,-6.6,30,15,16,0,17,123,4,11,,1996-1997,
Mitchell Butler,26,POR,SG,49,1,465,1,79,20,0,0,5.0,0.3,8,4,35,4,20,65,4,11,,1996-1997,
Don Reid,23,DET,PF,47,14,462,0,0,3,87,10,-0.9,-9.0,6,3,59,6,17,30,4,7,,1996-1997,
Jermaine O'Neal,18,POR,PF,45,0,458,0,0,0,51,49,0.8,-4.5,5,6,30,2,33,18,4,17,,1996-1997,
Melvin Booker,24,2TM,PG,21,4,430,97,3,0,0,0,-5.5,1.2,19,5,9,0,8,115,4,0,,1996-1997,
Melvin Booker,24,DEN,PG,5,0,21,95,5,0,0,0,-23.7,-16.2,6,0,0,0,0,4,0,0,,1996-1997,
Melvin Booker,24,GSW,PG,16,4,409,97,3,0,0,0,-4.5,2.1,13,5,9,0,8,111,4,0,,1996-1997,
Stephen Howard,26,2TM,SF,49,0,418,0,0,22,78,0,-2.8,-7.6,10,4,24,4,30,23,5,16,,1996-1997,
Stephen Howard,26,SAS,SF,7,0,69,0,0,0,100,0,3.0,12.2,2,1,2,1,6,2,2,2,,1996-1997,
Stephen Howard,26,UTA,SF,42,0,349,0,0,26,74,0,-3.9,-11.6,8,3,22,3,24,21,3,14,,1996-1997,
Robert Parish,43,CHI,C,43,3,406,0,0,0,0,100,16.3,5.2,7,12,27,3,14,48,3,9,,1996-1997,
